video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
3740.0,2026-08-17 20:17:06,@I_AM_VISION_ICONIC,,"or just hire a ""small hat"" :smiling_face_with_horns::rolling_on_the_floor_laughing::skull:",neutral,vader,Corky Gardner,>> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review. Never goes well.,true
3742.0,2026-08-17 20:17:08,@vedicvixen,,Pat Oneil’s Corky Auntie ,neutral,vader,Corky Gardner,>> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review. Never goes well. Um I I heard there was a a weasel,true
3749.0,2026-08-17 20:17:15,@MissTessaMarie21,,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: good one @matisari  she SHOULD put a cork in it! :rolling_on_the_floor_laughing:,positive,vader,Corky Gardner,">> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review. Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out",true
3751.0,2026-08-17 20:17:17,@ONWARD24seven,,hit a nerve with Jimbo,neutral,vader,Corky Gardner,">> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review. Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here.",true
3754.0,2026-08-17 20:17:20,@JimboTheComic,,Hahahah vixen that’s good ,positive,vader,Corky Gardner,"It's more of a quarterly review. Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks?",true
3754.0,2026-08-17 20:17:20,@jeffersonmcpherson3779,,She could really do something with her premises ,neutral,vader,Corky Gardner,"It's more of a quarterly review. Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks?",true
3754.0,2026-08-17 20:17:20,@ElkSlayer-208,,JimboTheComic. look up Revenge of the Cis podcast. you will be destroyed,negative,vader,Corky Gardner,"It's more of a quarterly review. Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks?",true
3756.0,2026-08-17 20:17:22,@S2P999,,TELL A BLACK JOKE,positive,vader,Corky Gardner,"Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks?",true
3757.0,2026-08-17 20:17:23,@Grimm_Destroyer,,she's little lol,positive,vader,Corky Gardner,"Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks?",true
3757.0,2026-08-17 20:17:23,@PacificNW360,,boo,neutral,vader,Corky Gardner,"Never goes well. Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks?",true
3763.0,2026-08-17 20:17:29,@HanzSygnal,,snuggie x poncho,neutral,vader,Corky Gardner,"Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady.",true
3763.0,2026-08-17 20:17:29,@Sereous313,,shes got a body like a baked potato :potato:,positive,vader,Corky Gardner,"Um I I heard there was a a weasel outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady.",true
3765.0,2026-08-17 20:17:31,@alisonwayland6057,,is the mic on?,neutral,vader,Corky Gardner,"outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter]",true
3766.0,2026-08-17 20:17:32,@Mrgoogle8,,Moms got jokes ,positive,vader,Corky Gardner,"outbreak. I mean, a weasel outbreak. Weasels is here out here. >> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter]",true
3773.0,2026-08-17 20:17:39,@Paradox23333,,"who the hell are these people bro, random unpaid goobers",negative,vader,Corky Gardner,">> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message?",true
3773.0,2026-08-17 20:17:39,@JimboTheComic,,The bar is packed and everyone is on acid. This is the new Nathan fielder show ,neutral,vader,Corky Gardner,">> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message?",true
3774.0,2026-08-17 20:17:40,@I_AM_VISION_ICONIC,,:smiling_face_with_horns::rolling_on_the_floor_laughing::skull:,neutral,vader,Corky Gardner,">> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch.",true
3775.0,2026-08-17 20:17:41,@radiostarkilla21,,Called them out lol,positive,vader,Corky Gardner,">> You know what? Hey, message I'm sent. How much more to um clean up my tracks? >> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch.",true
3777.0,2026-08-17 20:17:43,@sirenserene5,,laughs at her own joke while the crowd is silent.,positive,vader,Corky Gardner,">> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch. >> [laughter]",true
3781.0,2026-08-17 20:17:47,@CarlCramer88,,She scratching her balls?,neutral,vader,Corky Gardner,">> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting",true
3782.0,2026-08-17 20:17:48,@SirCreamsAlott,,she didn't expect to go on stage,neutral,vader,Corky Gardner,">> You know, thanks a lot. Message I'm sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting",true
3784.0,2026-08-17 20:17:50,@S2P999,,TELL A BLACK JOKE DON'T WORRY BLACKS CANT SWIM,positive,vader,Corky Gardner,"sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting your settlement soon. You must be",true
3785.0,2026-08-17 20:17:51,@S.D.L-m1j,,I bet she makes great barbecue,positive,vader,Corky Gardner,"sent. Now that Now I look really shady. First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern",true
3786.0,2026-08-17 20:17:52,@JimboTheComic,,We are all paid paradox. $500 a night ,negative,vader,Corky Gardner,"First the dots, now this. [laughter] Whose side are you on? What does it take just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern",true
3792.0,2026-08-17 20:17:58,@pijinFPS,,if the special olympics did meth,positive,vader,Corky Gardner,"just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed.""",true
3792.0,2026-08-17 20:17:58,@HanzSygnal,,Lilo and Snitch,neutral,vader,Corky Gardner,"just to retract a simple message? [ __ ] snitch. >> [laughter] >> Um, people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed.""",true
3796.0,2026-08-17 20:18:02,@FrankieD-mj3ew,,women are not funny especially these women and men,negative,vader,Corky Gardner,">> Um, people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed."" [ __ ] Um, mania makes you really friendly. And um",true
3800.0,2026-08-17 20:18:06,@paular1911,,lol like office space,positive,vader,Corky Gardner,">> Um, people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed."" [ __ ] Um, mania makes you really friendly. And um one day I made friends with the guy",true
3801.0,2026-08-17 20:18:07,@Sereous313,,those sandals are the only THONG I want to see her in.,positive,vader,Corky Gardner,"people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed."" [ __ ] Um, mania makes you really friendly. And um one day I made friends with the guy behind the milk in the in the in the",true
3801.0,2026-08-17 20:18:07,@I_AM_VISION_ICONIC,,Blacks can't swim :face_with_tears_of_joy::rolling_on_the_floor_laughing::skull::skull::skull:,neutral,vader,Corky Gardner,"people are like, ""Cirky, you're getting your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed."" [ __ ] Um, mania makes you really friendly. And um one day I made friends with the guy behind the milk in the in the in the",true
3804.0,2026-08-17 20:18:10,@vedicvixen,,She would kill on Only Fans,negative,vader,Corky Gardner,"your settlement soon. You must be stoked."" I'm like, ""Yep, it's a modern day. It could happen to you. Just keep your fingers crossed."" [ __ ] Um, mania makes you really friendly. And um one day I made friends with the guy behind the milk in the in the in the grocery store",true
3809.0,2026-08-17 20:18:15,@JimboTheComic,,That’s pretty blacktose intolerant s2p9 ,positive,vader,Corky Gardner,"Just keep your fingers crossed."" [ __ ] Um, mania makes you really friendly. And um one day I made friends with the guy behind the milk in the in the in the grocery store cuz I went there every day and at the same time and I'm like are you back",true
3818.0,2026-08-17 20:18:24,@S2P999,,thanks,positive,vader,Corky Gardner,mania makes you really friendly. And um one day I made friends with the guy behind the milk in the in the in the grocery store cuz I went there every day and at the same time and I'm like are you back there Joey and every day I would be like how do you feel? You're cold. I could see you in the milk.,true
3819.0,2026-08-17 20:18:25,@ElkSlayer-208,,it was funnier when nickelback got drilled in the head with a beer bottle.,positive,vader,Corky Gardner,one day I made friends with the guy behind the milk in the in the in the grocery store cuz I went there every day and at the same time and I'm like are you back there Joey and every day I would be like how do you feel? You're cold. I could see you in the milk. And one day he wasn't there and I'm,true
